
arena,圓形運動場；比
arguably,按理說
argue,爭論；辯論；主張生
argument,爭執；爭吵
arise,升起；上升；產
arm,手臂
armed,武裝的
around,到處；周圍；周圍
arouse,喚起；激動；使奮發；激發
arrange,安排；整理；安排；籌備
arrangement,安排
arrest,逮捕；逮捕；拘留
arrival,到達；到來；抵達
arrive,到達；到來
art,藝術
article,文章
articulate,清楚地講話；清晰地發音；明確有力地表達
artificial,人造的；人工的
as well as,又；也；還
ascend,登高；上升
ash,灰燼
aspect,方面
assemble,組合；集合；召集
assembly,裝配
assert,斷言；聲稱
assess,對……進行估價；評價
assign,分配；分派
assignment,任務；工作
assimilate,被吸收；被消化
assist,協助；幫助；協助
assistance,幫助；援助；援助；幫助
assistant,助理
associate,夥伴；同事；相關
association,協會；公
assume,以為；假定為
assurance,保證
assure,向……保證；擔保
astonish,使吃驚；使驚訝
at,在…地點；在…時刻
at least,至少
ate,抽出……中的
ation,通貨膨脹
atmosphere,氣氛
attach,連接；固定；附屬；附加
attachment,附屬物；
attain,達到；獲得成就，造詣
attempt,企圖；嘗試試圖；企圖；嘗試
attend,出席；出席；參加
attendance,出席；到場；出席
attention,專心；留心；注意力；專心
attest,證實；證明夥伴的；共事的
attitude,態度
attorney,律師
attract,吸引；吸引；引起
attractive,誘人的
attribute,把…歸因於；
auction,拍賣拍賣
audience,聽眾；觀眾；觀眾；聽眾
audit,審計；查帳審
auditory,耳朵的；聽覺的聽眾；禮堂
author,作者；作者；作家
authority,權威
automatic,自動；自動的；習
automobile,汽車
available,可得的；可獲得的;可行的；可用的；可
avenue,大街；大道；大道；途徑
average,平均；平均；中等
avert,避開；移開
avoid,避免；避開；躲開
avoidance,逃避；迴避
aw,裂縫；缺點使破裂；使有缺陷ﬂ
await,等候；期待
award,獎賞
aware,察覺
awareness,察覺；覺悟B
awed,有缺點的；錯誤的
awless,無瑕的；完美的
bachelor,單身漢；學士
back,背部；後部倒退；後退向後；後退地後面的；後部的
backache,背痛；腰痛
backbone,脊骨；脊柱
backbreaking,非常辛計；查帳
background,背景；遠用的背包
backlash,反衝；強烈反對；後座力利用的
backlog,存貨；儲備金
backpack,登山、遠足因慣性的
backup,備用；備用物
backward,向後的；反備用的備份向的向後；倒
backyard,後院
bacon,燻肉
bacteria,細菌
bad,壞的；不好的很；非常
bad-tempered,情緒惡
badge,徽章；紀念章
badly,壞地；拙劣地
badminton,羽毛球
bag,袋；提袋
baggage,行李劣的；易怒的
bail,保釋保釋；保釋行業
bailout,跳傘；緊急（財
bait,餌；引誘物引誘；誘惑
bake,烘；烤；烘培
baked,烘烤
baker,麵包師：糕點師
bakery,麵包店；糕點店
balance,平衡；平衡；均衡
balcony,陽臺；露臺
bald,禿頭的；赤裸裸的
ballet,芭蕾
ballroom,跳舞的大廳
ban,禁止；禁令禁止；334.
banana split,香蕉船
band,帶；細繩；樂團；樂團
banish,流放；放逐
bank,銀行；堤；岸
bankbook,銀行存摺
bankcard,銀行信用卡難對付的
banker,銀行家
banking,銀行業務；銀
bankrupt,破產的使
banner,旗幟；橫幅
banquet,宴會；宴會；盛宴宴請
bar,棒；條；酒吧；酒吧
bar code,條碼
barbecue,烤肉；燒烤
bare,裸的；光禿禿的
barely,僅僅；僅僅；勉強
bareness,赤裸；無遮
bargain,協議；買賣取締使赤裸；露出蓋討價還價
barrel,桶子
barren,不生育的；貧脊
barrier,障礙；障礙物；路障
bas,基；底；基部基
baseball,棒球
baseball cards,棒球卡
baseline,基線；底線
basement,地下室；地
basic,基礎的；基本的
basically,在根本上
basis,基礎；基礎；根據
basket,籃；簍；筐
basketball,籃球
bat,球棒；球拍打；
batch,一批生產量；一批
bath,沐浴；浴缸；洗澡
bathe,浸入；浸洗
bathroom,浴室；化妝
battery,電池；電池；蓄電池
battle,搏鬥；奮爭戰
bay,海灣；灣宜的形成；發生
be,是；等於正
beach,海灘；海濱度假地
bearable,能耐的；忍得住的
bearer,持有人；挑夫；搬運工下層揮打
bearing,舉止；體態；忍耐；忍受基礎；基本原理
beast,野獸
beat,打；擊；敲敲打；敲擊聲筋疲力盡的；垂頭喪氣的
beaten,挨打的；被打敗的；筋疲力盡的
beautiful,優美的；漂亮的；出色的
beautify,使更加美麗；美化
beauty,美麗；美的事物
because,因為；因為室
become,成為；變得；變成；成為
become／to be consumed with,被～吞噬
becoming,合適的；適
bed,床；睡眠處睡；臥
bedside,床邊；床側床旁的；臨床的
bedtime,就寢時間適
before,在～之前
begin,著手;開始；開始；著手
beginner,初學者；新手
beginning,開始；起始
behalf,代表；利益
behave,表現；行為舉
behavior,行為；舉止
behavioral,行為的基準
behind,在背後；在～後面
beholder,觀看者；旁觀
beige,米色的米黃色
being,存在；生存
belated,誤期的；過時的
belief,相信；信任
believe,相信；信任
believer,信徒；信教者在…之下；向…下面主
bell,鐘；鈴鳴鐘
belly,肚子；腹；腹部鼓起；脹滿
belong,屬於；屬於；合適
belongings,財產；攜帶物品於睡前的
beloved,心愛的；親愛的
below,在下面；到下面；在～下面
belt,腰帶；皮帶用皮帶抽打；用帶捆住止
bench,長凳；長椅
benchmark,水準點；
bend,彎曲；轉彎彎
beneath,在下；向下
benefactor,捐助人；施
benignl,仁慈的；親切的
bent,彎曲的；決心的愛好；傾向
ber,纖維；纖維製品
berry,果實
beside,在…旁；在旁邊
besides,此外；而且
bet,打賭打賭
betray,背叛；出賣
betrayal,背叛；密告
better,較佳的；更好的
between,在中間；兩往更遠處向…的那一邊；越過；在～之間
beverage,飲料
beware,注意；提防
beyond,在更遠處；改善；改進
bias,成見；偏心
bicycle,腳踏車；自行物學的常的；奇怪的
bid,命令；吩咐；出價
bidder,出價人；投標人
bidding,投標
bilingual,雙語的
bill,帳單；票據；議案
billboard,廣告牌
billion,十億
bin,箱子；容器
bind,捆；綁
binding,裝訂；封皮黏合的；有約束力的在…之外
biography,傳記
biological,生物的；生
biology,生物學
birth,出生；誕生
birthday,生日
biscuit,餅乾
bit,小片；小塊；位元者之間在…之間
bite,咬；啃
bitter,苦的；痛苦的
bizarre,奇異的；不尋
black and white,黑白
blackboard,黑板
blame,責備；指責
bland,溫和的；淡而無味的
blank,空白處；空的；無內容的空白；空白處使模糊；刪去車
blanket,毛毯；毯子；毛氈
bleak,荒涼的；無遮蔽的
bleed,出血；流血
blend,使混雜；使交融混雜；交融
blender,攪拌機；混合器炸；轟擊
blind,盲的；視而不見的；不願承認的
block,街區；街區；障礙阻
blockage,封鎖；妨礙
blood,血；血液
bloom,開花；開花；開花期
blossom,開花；開花；開花期
blow,吹；吹奏
blunder,犯大錯；出漏
blur,使模糊不清；使朦
board,佈告；登上；板；木板；委員會；理事會毗鄰，接界
boarding pass,登機證
boardroom,會議室
boast,自吹自擂；誇耀
boat,小船
body,身體；肉體
boil,沸騰；烹煮
bold,無畏的；大膽的
bomb,炸彈；失敗轟
bombard,砲擊；轟炸
bond,聯結；聯繫
bone,骨；骨頭塞；堵住；封鎖
bonus,獎金；紅利；紅利；獎金
book,書籍;預訂；書；書籍
booklet,小冊子
bookshelf,書架；書櫃繁榮；興盛
bookstore,書店
boom,激增；繁榮迅
boost,促進；推動；幫助推動；促進子大錯
boot,靴子
booth,攤販；小隔間
border,邊界；邊緣；邊境朧模糊
borderline,邊界；界線
boring,令人生厭的；乏；無趣的；令人生厭的
born,誕生
borrow,借用；借
boss,老闆；上司
bother,煩擾；打攪味的
bothersome,令人討厭
bottle,瓶子；瓶；罐
bottom,底部；下端
boulevard,大道
bounce,彈起；彈回
bound,跳躍；跳起
boundary,邊界；分界
bow,弓；鞠躬；行禮
bowl,保齡球投：滾
box,箱；盒；匣
boycott,杯葛；聯合抵制杯葛；聯合抵制損；休息；機會
brace,支柱；支撐物進展；突破
bracket,托架；撐架
brain,智力，頭腦；腦
brainstorm,集體研討；
brake,煞車煞車
branch,分支；樹枝；支流；分部；部門
brand,品牌；商標的；扣人心弦的
brand-new,全新的；嶄新的地破壞，違反線
brave,勇敢的：英勇的
bravely,勇敢地：英勇
bravo,喝采聲
breach,破壞，違反
bread,麵包
breadth,寬度；幅度
break,打破；折斷破
break out,爆發
breakable,會破的；脆的
breakdown,故障；損壞
breakfast,早餐；早餐支撐；加固
breakout,包圍突破
breakthrough,突破性
breakup,中斷；中止集思廣益
breathe,呼吸；呼氣
breathless,呼吸困難
breathtaking,驚人的；令人屏息的
breeze,微風；和風
brick,磚；磚；磚塊
bride,新娘睬
bridge,橋：橋墩
brief,簡短的；短暫的
briefcase,公事包
briefing,簡報
bright,光亮的；發亮的；晴朗的
brighten,使明亮；使閃
brilliant,燦爛
bring,帶來
brisk,活潑的；生氣勃勃的
brittle,易碎的；敏感的；冒泡扣住；扣緊格；體型難相處的
broad,寬闊的
broadcast,廣播；播送；播放
brochure,小冊子
broker,代理人，中間人的；大批的
brokered,以中間人等受瘀傷，使青腫C
browse,瀏覽；觀看；翻閱；瀏覽
browser,瀏覽器
bruise,傷痕；青腫使
brush,刷；刷洗刷子；毛刷；畫筆
brush-off,拒絕；不理
bruta,冷酷的；野蠻的
brutal,殘酷
brutally,冷酷地；野蠻地
bubble,泡泡沸騰；
bucket,水桶；提桶
buckle,釦子；搭鉤
budge,微微移動；讓步
budget,預算；預算；經費
buffet,自助餐
build,建造；建立體亮
building,建築；建築物；大樓
bulb,燈泡
bulk,體積；容積大量
burn,燃燒
business,商業；生意；商業；職業
business trip,商務行程
businessman,商人；商人身分安排……
busy,忙碌的
button,鈕扣；按鈕
buy,買；購買
buyer,買主；買家
c,交通；多產的；豐富的
cab,計程車
cabin,客艙；駕駛艙
cabine,櫥；櫃
cable,纜；索
cafeteria,自助餐廳
caffeine,咖啡因
calcium,鈣
calculate,計算；算
calculation,計算；估計
calculator,計算機
calendar,日曆補者幹的資本額
caliber,口徑；水準，程
call,叫喊；呼叫呼叫；；稱呼；致電
caller,訪問者；探望者
calling,呼喊；召喚
calm,鎮靜的；沉著的
camera,照相機
camp,營地；帳篷紮
campaign,宣傳活動；競選；活動
campus,校園；校園；校區
cance,重要性；
cancel,取消；廢除；中止
cancellation,取消；消除
candid,公正的，公平的
candidate,候選人；候選人；候
cant,不重要的；有意義的；
capability,能力；才能
capable,有能力的；能；能力
capacity,容量；容量；容積
capital,首都；資本
capitalization,資本化；
capitalize,利用；供給
capture,捕獲；捕獲；俘虜捕獲；俘虜通話
care,在乎：關心
care for sb.,關心
career,事業；職業；工作
careful,小心翼翼的；仔
carefully,小心翼翼地；仔細地營；宿營
cargo,貨物
carpet,地毯
carrier,運送人；搬運人
carry,運載；搬運；支
cart,小車，手推車
carton,紙盒；紙板箱定
carve out,開拓
case,案子；盒；套
cash,現金；現金；現款
cast,投；擲；拋投；
catalog,商品目錄；目錄；目錄冊
catch,抓住
cate,證明書；執
categorize,將…分類
category,種類；範疇；種類；部屬；類目
cater,提供飲食；承辦宴席
catering,承辦酒席；提供飲食及服務
cation,修改；改仔細地；持續幸的；多樣化；認出；識別；資格；能力；載明；詳述
cause,原因；原因；起因導致；使發生
caution,小心；謹慎
cautious,十分小心的；票；帳單
ce,售票處；票房；牲禮，祭品犧牲；獻出；辦公室；職務
celebrate,慶祝
celebration,慶典
cell phone,行動電話
cent,壯麗的；宏偉的
central,中心的；中央的
century,世紀；世紀；一百年
ceremony,儀式；典禮；典禮；儀式
certain,某個；某些；確鑿的；無疑的
certainly,無疑地；必撐
certificate,證明書
certify,證明，證實續把……兌現
chain,鏈子；鏈條；連鎖；連
challenge,挑戰；挑戰；提出異議班底；演員
chamber,議院
chance,機會
change,改變；更改變化；變更；零錢；變化；改變
changeable,易變的；不定的
channel,引導
chapter,章節；篇章；篇
character,人物；角色；性格；特性
characteristic,特徵；特有的；獨特的
characterize,具有……的特徵；以……為特徵
charge,控告；索價謹慎的；費用
charm,魅力
chart,圖表；圖表；曲線圖
check,（美）檢查；支
check out,結帳
cheerful,愉快
chef,廚師
chemical,化學
cheque,（英）支票
cherry,櫻桃
chicken breast,雞胸肉
chief,主要的
child／children,兒童
chip,切開
chirp,嘰嘰喳喳
choice,選擇；挑選地；明亮地
choose,抉擇；選擇；挑選
chopped,斬除
chore,例行工作；家務
cial,人工的；人造；官方的；公務償；抵銷；有益的；有利的
ciency,不足；缺乏；精通；熟練
ciencyn,效率；效
cient,效率高的；有能力的；足夠的；充習；研究
circle,圓形的東西；圈
circumspect,慎重的；謹慎小心的
circumstance,情況；
circumvent,規避；防
citation,引用；引證
citizen,市民；居民
citizenship,公民權；公民身分導的
city,城市；都市
civic,城市的；市民的
claim,主張；斷言；聲；要求
clarify,澄清；闡明
class,課程；階級
clause,條款；款合稱
clean,潔淨的
clear,明亮的；顯然的清除；收拾；明確
clearance,清除；清掃
clearly,顯然地；無疑
clerk,辦事員；職員
click,點擊
client,委託人；客戶活；客戶
climate,氣候
climb,爬；攀爬
clip,剪；修剪剪；修
clock,時鐘
closely,仔細地；嚴密地
closet,衣櫥
clothes,衣物
clothing,服裝
clue,線索
coach,教練訓練；指
coconut,椰子
cognition,認知；知識
coherent,一致的；協調環境；情勢
cohesive,凝聚性的；
coin,硬幣
coincidence,巧合；符
collaborate,合作；勾結
collaboration,合作；勾結
collateral,並行的；附屬的擔保品；抵押品
colleague,同事；同僚；同僚
collect,收集；採集；蒐集；採集
collectible,可收集的
collection,採集；收取
college,大學；學院
collide,碰撞；相撞
color,色彩
combination,結合；聯合
combine,結合；結合；聯合
come,來臨；到達；來；來到
come in handy,派上用場
come into play,發揮作用
comedy,喜劇
comfort,安慰；慰問；舒服
comfortable,舒適的；舒適的；
comforting,令人欣慰的
comic,漫畫
command,指揮；控制
comment,註釋；評論；評論
commentary,評論
commerce,商業；商業；貿易地；比較地照下評論
commercial,商業的；商務的廣告；廣告
commission,佣金；委任委任；委託
commit,犯（罪）；做（錯事等）
commitment,託付；交託
committed,忠誠的，堅定的；承諾
committee,委員會
commodity,商品；日用品
common,普通的；常見的
communicate,溝通
communication,信息交流；溝通；交流
community,社區
commute,通勤；替代；代償安逸；舒適
commuter,通勤者
company,公司；陪伴；公司
comparatively,對比舒服的
compare,比較；對照
comparison,比較；對
compatible,能共處的；可並立的
compel,強迫；強求
compensate,補償；賠償
compensation,補償；
compete,對抗；競爭；競爭
competence,稱職；勝任
competent,有能力的；
competition,比賽；競賽；競賽
competitive,競爭性的；好競爭的；競爭激烈的
competitor,競爭者；競爭者；對手
complain,抱怨
complaint,抱怨
complete,十足的；完整的；競爭；比賽
completion,完成；結
complex,複雜；複雜的；錯綜
compliant,順從的；應
complicate,使複雜化；
complicated,複雜；複雜的；難懂的
compliment,稱讚：讚美稱讚：讚美
comply,依從；順從關心的事；關係
component,構成要素；
compose,作（詩，曲等）；使安定；組成；組成；構成
composition,寫作；作曲
composure,平靜；鎮靜
compound,合成
comprehend,理解；了解
comprehensive,廣泛的；無所不包的；詳盡的；徹底的
comprise,包含；包括解妥協；和解允的
compromise,妥協；和束使費解
compute,計算；估算
computer,電腦
computer games,電腦遊戲
conceal,隱藏；隱瞞複雜的複合物；綜合體
conceive,想像；設想
concentrate,集中；聚
concept,概念；概念；觀念
concern,擔心；關切；關心；關於；涉及集；全神貫注
concerning,關於
conclude,結束；推斷出
conclusion,結論
concrete,有形的；實在
concur,同意；一致
condition,情況；狀況；條件；狀況；狀態
conduct,帶領；實施
conference,會議
conference room,會議室
confident,有信心的
confirmation,確認；證實；證明
confuse,使困惑；混淆
confusion,混亂；騷動
connecting,連接
conscious,神志清醒
consciously,有意識意識
consciousness,意念；
consecutive,連續不斷的；連貫的
consequence,結果
consequently,所以；結果；因此；必然地設
conservative,保守的；守舊的保守者；守舊者的混凝土凝結；固結
conserve,保存；保護
consider,考慮；考慮；細想
considerably,相當
consideration,體貼；
considering,就……的；有知覺的地；自覺地
consist,由…組成；組成；構成
consistency,一致；一貫
consistent,始終如一的；前後一致的
consistently,一貫地；固守地
constant,固定的；不變的
constrain,強迫；迫使
constraint,約束；限制
construct,構造
construction,建造；建；結構
constructive,建設性的
consult,參考
consultancy,諮詢公司；顧問公司
consultant,顧問；顧問；諮詢者
consume,消耗；花費
consumer,消費者
consumption,消費
contact,接觸；交往；
contain,包含；容納
container,容器
contemporary,當代的；
content,內容；內容物；滿足滿足的；滿意的滿足
contest,比賽；競爭；角逐比賽
context,來龍去脈；背
continue,延續；繼續；持續
continuity,連續性；持
continuous,連續的；寫；副本
contract,合約；合約締結；
contractor,立契約者；承包人
contrary,相反的；對立的相反地；反對地
contribution,貢獻
control,控制；支配
controlling,管理的；控制的
convenient,便利的：方便的；便利的；合宜的；方便
convention,會議；大會；集合
conventional,習慣的；慣例的
conversation,會話；會話；對話景
converse,交談
convey,告知；傳達
conviction,定罪；確信
convince,說服
convincingly,令人信服地
cooperation,協助；配合；合作；協續性
coordinate,協調；調節
cope,應付；處理
copy,抄寫；複製抄承包
copy machine,影印機
corded,有線
cordially,熱誠地；誠摯地
corn,玉米
corner,角落
corporate,全體的；共
correct,正確無誤的；正確的；對的
correspond,符合
corrupt,腐敗的，貪汙
corruption,墮落；腐化
cost,成本；花費；付出費
costume,服裝
cottage,茅屋
cotton,棉布；棉花
council,會議；議事
counsel,商議；審議
count on,指望
counter,反方向地，相反地相反的反對；反擊
country,國家；鄉村
couple,情侶；夫妻
coupon,贈券；減價優待券
courageous,勇敢
courier,信差；導遊；情報員
course,課程；路線；路線；方向；課程；系列的
court,法庭；法院
courteously,有禮貌
courtesy,禮貌；殷勤
cover,遮蓋；覆蓋遮的；遮蔽
cozy,舒適
crack,裂縫；裂痕裂開；爆裂
craft,工藝，手藝精巧地製作
crafted,製作的；工藝
crane,鶴伸著脖子看
crash,碰撞；倒下墜毀，迫降
crazy,瘋狂的
create,創造；創造；製作
creation,作品；製作物；創作
creative,創作者；有創意的：創新的
creativity,創意；創造；創造力
creature,生物；生物；動物
credential,憑據；證書
credible,可信的；可靠
credit,信用；賒帳；信譽；功勞相信；把……歸於
credit card,信用卡
creditor,債權人；貸方
crew,工作人員；船員；船員
crime,犯罪；罪刑
criminal,罪犯犯罪的；犯法的
crisis,困難；危及
crisp,酥脆
criterion,標準；準則
critic,評論家
critical,批判的；評論的
criticism,批評
criticize,批判；評論
crop,作物：莊稼播種
cross,橫穿；渡過十化
crowd,群眾；觀眾；群組
crowded,擁擠的；滿的
crucial,重要的；嚴酷的
cruise,巡航；航遊巡
ction,小說；虛構
cucumber,黃瓜
cuisine,美食
cult,困難的；艱難的
cultivate,培植
cultural,文化上的
culty,困難；困境
cup of tea,一杯茶
cupboard,食櫥；碗櫃
cure,治療；痊癒治
curious,好奇的
currency,通貨；貨幣
current,現時的；當前的流動；水流
curve,彎曲
cushion,墊子；坐墊
custom,習俗；慣例訂做的；訂製的
customer,顧客；顧客；買主
customize,訂做；客製
custommade,訂製
customs,關稅；海關
cut,切；割
cutback,減少；剪修新芽
cycle,週期；循環循環；輪轉字形；十字架
daily,每日；每日的；日常的
damage,損害；損害；損失
dancer,舞蹈家
danger,危急；危險菜餚
dangerous,危險的
dare,敢；竟敢敢；；果敢
daring,大膽的；勇敢的
darling,心肝
dash,衝撞
data,資料；資料；數據
database,資料庫
date,日期；日子註
dawn,黎明，拂曉破
day,一天；日；白天
daylight,日光；白晝
daytime,白天；白晝
dazzle,使目眩；使眼花耀眼；燦爛
deadline,截止期限；最後限期；期限
deal,合約；經營；交易交；處理
dealer,業者；商人
dealing,行為；商業往
dean,教務長；學院院長
dear,親愛的；摯愛的
debatable,可爭辯的；可爭論的
debate,討論；辯論；辯論；爭論儀的等）；解釋（古代文字等）
debit,借方把……記入借方
debt,債務；借款
debut,首次露面；初次速度
decade,十年；十；十年
decease,亡故死亡
deceit,欺騙；欺詐
deceitful,騙人的；欺詐
deceive,欺騙；蒙蔽
decelerate,減緩；降低
deceleration,減速
decent,正派的；合乎禮
decide,決定；決定；決意
decipher,破解（密碼
decision,決定；抉擇；決心；判斷
decisive,決定性的；決定的
deck,艙面；甲板
declaration,宣告；宣言辯論
declare,宣告；聲明
decline,下降；下跌下降；減少
decode,譯解（密碼）
decorate,裝飾
decrease,減；減少
dedicate,奉獻；獻身
dedication,奉獻；供奉
deduce,演繹；推論
deduct,扣除；減除
deduction,扣除；減除
deem,認為；以為
deep,深的深深地深處
deepen,使變深；使加深；使強烈
default,違約；拖欠；預
defeat,戰勝；擊敗
defect,缺點；缺陷逃跑；脫離
defend,防衛；保護
defense,防衛；保護
defensive,防衛的；保的；纖弱的
define,確定
definition,定義
defy,公然反抗；蔑視
